Company,Score
WFC,-0.058710023055493665
RCI,-0.06154860158518238
AJG,-0.06616834057917353
ITW,-0.06680773543580365
AMP,-0.0712159213880903
VOD,-0.0717981733054418
WEC,-0.07222190246027382
PRU,-0.07457370993466328
INTC,-0.07543918485216317
SYY,-0.07927431179362132
O,-0.08113831580166841
AEP,-0.08130223752921661
FTV,-0.08376234316352338
BMO,-0.08431977981278638
SBUX,-0.08452956752799579
AMAT,-0.08626939115743915
ADSK,-0.08741389345343231
NU,-0.08801608903123292
HCA,-0.08818826522426737
LYB,-0.08905252870467362
SCHW,-0.09010826241570835
TSCO,-0.09123674325831843
DUK,-0.09324788802682282
HDB,-0.09374323248107497
BNS,-0.09490360125569175
UNP,-0.09958479564811362
BMY,-0.09990702423197317
UL,-0.10060106064694363
KMB,-0.10130103943776247
TAK,-0.10236734304529793
RJF,-0.10687168908066702
NEE,-0.10772486839326212
CBRE,-0.10942563873038491
MU,-0.10978472760007651
AEE,-0.10984612278909489
MSI,-0.1105591889187022
BK,-0.11319835083789453
NEM,-0.11484576227529886
WAB,-0.1152305403136441
HD,-0.11537484612909599
GLW,-0.1181150063471682
CMI,-0.11993200070301968
TCOM,-0.12033721525380003
CAT,-0.12215619095637498
AME,-0.12377167011107892
XOM,-0.12408973422486558
ALC,-0.12677249646147737
EBAY,-0.12723429304493095
AEM,-0.12857692183645064
IBKR,-0.12864030128251613
VRSN,-0.12886359722241336
EMR,-0.13004700275154912
GRMN,-0.13102315851776436
MCO,-0.13271389900069486
ON,-0.1369706739501182
VLO,-0.1383778448128461
MT,-0.14023917227765081
TM,-0.1407082043432537
SAP,-0.14145179833166333
CSCO,-0.14260306522503852
ORCL,-0.1432669375385629
ECL,-0.14430194690075704
ED,-0.14463574185260752
CMCSA,-0.1448467214538327
UBER,-0.14539745864521858
MRVL,-0.14583613999253053
DOW,-0.14587985978829054
MO,-0.1461350367719757
TRP,-0.14620534125779194
RY,-0.14770964839655765
CSGP,-0.1491076086901154
GILD,-0.1491476984739709
LEN,-0.14938107422766567
BA,-0.14994945325164433
PNC,-0.1514956193659499
XEL,-0.1520601588345587
PM,-0.1522555919238665
FITB,-0.15282467241477105
SLB,-0.1553931529631013
MS,-0.15549407281664496
DVN,-0.1567240364904381
GSK,-0.15741718693557016
CM,-0.15927536293235467
BAC,-0.15938160272625124
COF,-0.16143023042875193
FTNT,-0.16177111417411527
SNY,-0.1639430710379769
DLTR,-0.1662690969087678
HAL,-0.16632712929910465
WELL,-0.16705121238377696
BNTX,-0.1685594632452717
CHD,-0.16862923501809424
FE,-0.16962117537534827
MRK,-0.1725102220957746
SU,-0.1759479445820198
SQ,-0.17607646855891335
BP,-0.17681183851800464
PPL,-0.17713167143073782
PSX,-0.17811706719333087
MCHP,-0.17817894349036778
SPG,-0.1852020807194691
FIS,-0.18546411585328326
MMC,-0.18630486747781405
BCE,-0.1866092604233669
ADM,-0.18740248572202478
CP,-0.18830794951982277
HSBC,-0.18853835837781552
EIX,-0.19001313428370237
TD,-0.19459159398137627
JCI,-0.19582152114712137
CL,-0.19640780863312324
OKE,-0.19667627566687818
WM,-0.19706942144981499
IBM,-0.1976105763101902
KLAC,-0.1980018746583424
META,-0.19821807467332575
ARGX,-0.2004998829029212
NUE,-0.20073563986323817
ZBH,-0.20338910292341283
PLTR,-0.20370539993468417
CTVA,-0.2038021120351282
QSR,-0.2042718564990329
NVS,-0.2057970517515263
SHEL,-0.20602264689906935
BN,-0.20663111416228963
GIB,-0.20791405106802952
TLK,-0.20828301493764756
DHI,-0.20887374779647827
CCEP,-0.20955187890835958
T,-0.2103283374598799
WDS,-0.21059487713457603
CCI,-0.21088102929186048
VRSK,-0.21108461148715085
CTRA,-0.21251967258111393
PEG,-0.2142847936608595
HPQ,-0.21535560258977882
BHP,-0.21785274646020503
LI,-0.2189040446424445
WY,-0.22213066392819059
GMAB,-0.22214244230168645
BTI,-0.22268265895355877
CB,-0.2237770085359586
WTW,-0.22497203207574845
GOLD,-0.2281335437566493
AAPL,-0.22823983304783513
KR,-0.22930160068729333
EC,-0.2320367762807124
GIS,-0.2321383464713408
HMC,-0.2322233095174937
PLD,-0.2326351088875549
BBD,-0.23393471426753853
BSBR,-0.2347157152609224
MET,-0.23492341343389833
ICLR,-0.23999553490228742
KO,-0.24051226924311897
ALNY,-0.24247624047668614
BGNE,-0.24304815677994884
NVDA,-0.2430951372036072
FDX,-0.24476413721696078
WMT,-0.24744137778170316
COR,-0.24750191339394012
KDP,-0.24776537453482672
SCCO,-0.2496179620718414
EXC,-0.24977221349903123
AZN,-0.2503332395864588
AIG,-0.2504546879227457
RIO,-0.2509080332061514
SRE,-0.2518248903222189
HSY,-0.2518727896848313
CSX,-0.2521969923518037
ROL,-0.253222171992333
MMM,-0.25346113773885925
BSX,-0.2536022129982798
FCX,-0.25368537145705083
ENB,-0.25415128244260254
SPLK,-0.25452462490669236
ABBV,-0.2574660698624719
MOH,-0.25876790613866585
FTS,-0.2598138262143387
TS,-0.2601138117978862
AMZN,-0.2612919956397498
HLT,-0.26151533062792065
BKR,-0.26209607216279907
F,-0.26210373681386523
DG,-0.26289796375884134
NGG,-0.2641167050500294
JNJ,-0.26527768829196297
STZ,-0.270073357169306
ZM,-0.27195708742502633
TGT,-0.27311948198591274
WCN,-0.276403341394192
NDAQ,-0.27727643509607525
NSC,-0.2780378153695814
LOW,-0.27948588377592887
PDD,-0.28065797573417683
TTWO,-0.28244075166196736
SGEN,-0.28277570238323546
BIDU,-0.28398108655346144
HIG,-0.28407472948809864
INVH,-0.28581746578145517
STM,-0.2869616332526863
MSFT,-0.28887532410840366
SO,-0.2893252395419379
HPE,-0.29051350535516773
FMX,-0.2906791127736854
AWK,-0.29106290631274967
BABA,-0.2926060222061152
DDOG,-0.2948932852221703
BCS,-0.29683356968878694
GPN,-0.299083810916531
E,-0.30007146497507164
VALE,-0.30200251687702495
TTE,-0.3045493716209041
DB,-0.305086742255839
MDB,-0.30677690562035387
TJX,-0.30705527410631694
EQNR,-0.3090609509770744
WPM,-0.3091438006425983
TRGP,-0.3117691928123665
OTIS,-0.3124976814530398
SYM,-0.31317994028473883
TU,-0.31385295285798265
TEAM,-0.31421002566794465
SLF,-0.31501049109636625
NOK,-0.31615940460617964
ZS,-0.3167797451673703
GE,-0.3171620533530509
CQP,-0.32437157078145284
VMC,-0.32547925190568605
VICI,-0.32574016780436543
IMO,-0.32619456241836364
KMI,-0.3281846941742633
TW,-0.3310144142609138
GS,-0.33110238206050147
KKR,-0.33442816706870027
MDLZ,-0.33563244416252713
ASML,-0.3377955550824946
ORAN,-0.33889982603197655
ROK,-0.34185383228609845
FERG,-0.3466185207963456
APH,-0.3488034129162768
CVE,-0.3488075023247462
AXP,-0.35277349224381527
STE,-0.35447723035099654
MFC,-0.35568757813848473
YUM,-0.36270298987927796
FAST,-0.3645155078824226
EPD,-0.3727432328987227
AMD,-0.37374632056202317
CRWD,-0.3773315577176126
SHW,-0.3813788723134144
BRO,-0.3820146843673855
CNQ,-0.3820905914735895
EOG,-0.38263802512870393
IR,-0.386779019056006
ING,-0.3882837192725015
INFY,-0.39230030643436586
EL,-0.3924639161930201
APO,-0.39557616271503004
KEYS,-0.3974796026509564
CRH,-0.4067075818839955
ARES,-0.4083314888490077
HWM,-0.4114654351522089
CHT,-0.4151637059709854
PPG,-0.41606149577221474
TEF,-0.41683705009062166
WMB,-0.41733766581514953
DELL,-0.4188343787319153
RSG,-0.4224691045402338
AFL,-0.4237886261001075
SE,-0.42793890550294555
WIT,-0.4295416735370404
TT,-0.4297201183517213
STLA,-0.43054572162805615
PDX,-0.43159882568416985
ITUB,-0.4341462629794052
IBN,-0.4352917190258513
ET,-0.44116759930312
MCK,-0.44540266520702687
CARR,-0.4545065750284083
CCJ,-0.45681908252505643
ACGL,-0.45822388886895815
MPLX,-0.4634916792099868
ADP,-0.47395161452601187
PCAR,-0.4796181007564292
NWG,-0.4862925385416226
CAH,-0.5007508094567734
DLR,-0.5027817083505028
DASH,-0.5034142168066171
NVO,-0.504235421079395
RELX,-0.5106554044252696
GOOGL,-0.5225675713166442
UBS,-0.5266370145986412
UMC,-0.5337036283495389
EFX,-0.5365185268454655
SMFG,-0.5508788815235721
SNPS,-0.5564969419642526
ABEV,-0.5821032563606314
PBR,-0.5823009119451794
CPRT,-0.5838825961807848
SAN,-0.6278540407831406
MUFG,-0.6622961708827255
ELP,-0.6871522084505487
BBVA,-0.7410089854046056
LYG,-0.8727557688975771
MFG,-1.0
